"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Understanding the Impact of Cutting in Quantum Circuits Reliability to Transient Faults","N. Casciola; E. Giusto; E. Dri; D. Oliveira; P. Rech; B. Montrucchio","DAUIN, Politecnico di Torino, Torino, Italy; DAUIN, Politecnico di Torino, Torino, Italy; DAUIN, Politecnico di Torino, Torino, Italy; Department of Informatics, Federal University of Paraná (UFPR), Curitiba, Brazil; Department of Industrial Engineering, Università di Trento, Italy; DAUIN, Politecnico di Torino, Torino, Italy","2022 IEEE 28th International Symposium on On-Line Testing and Robust System Design (IOLTS)","27 Sep 2022","2022","","","1","7","Quantum Computing is a highly promising new computation paradigm. Unfortunately, quantum bits (qubits) are extremely fragile and their state can be gradually or suddenly modified by intrinsic noise or external perturbation. In this paper, we target the sensitivity of quantum circuits to radiation-induced transient faults. We consider quantum circuit cuts that split the circuit into smaller independent portions, and understand how faults propagate in each portion. As we show, the cuts have different vulnerabilities, and our methodology successfully identifies the circuit portion that is more likely to contribute to the overall circuit error rate. Our evaluation shows that a circuit cut can have a 4.6 x higher probability than the other cuts, when corrupted, to modify the circuit output. Our study, identifying the most critical cuts, moves towards the possibility of implementing a selective hardening for quantum circuits.","1942-9401","978-1-6654-7355-2","10.1109/IOLTS56730.2022.9897308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9897308","Quantum Computing;Fault Tolerance;Fault Injection;Reliability Evaluation;Quantum Circuit Cutting","Sensitivity;Error analysis;Perturbation methods;Qubit;Reliability engineering;Circuit faults;Quantum circuit","integrated circuit reliability;probability;quantum computing;radiation hardening (electronics);transients","quantum circuits reliability;Quantum Computing;quantum bits;radiation-induced transient faults;quantum circuit cuts;smaller independent portions;circuit portion;circuit error rate;circuit cut;circuit output;critical cuts","","1","","28","IEEE","27 Sep 2022","","","IEEE","IEEE Conferences"
"QuFI: a Quantum Fault Injector to Measure the Reliability of Qubits and Quantum Circuits","D. Oliveira; E. Giusto; E. Dri; N. Casciola; B. Baheri; Q. Guan; B. Montrucchio; P. Rech","Department of Informatics, Federal University of Paraná (UFPR), Curitiba, Brazil; DAUIN, Politecnico di Torino, Torino, Italy; DAUIN, Politecnico di Torino, Torino, Italy; DAUIN, Politecnico di Torino, Torino, Italy; Department of Computer Science, Kent State University, Kent, USA; Department of Computer Science, Kent State University, Kent, USA; DAUIN, Politecnico di Torino, Torino, Italy; Department of Industrial Engineering, Università di Trento, Italy","2022 52nd Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)","25 Jul 2022","2022","","","137","149","Quantum computing is an up-and-coming technology that is expected to revolutionize the computation paradigm in the next few years. Qubits, the primary computing elements of quantum circuits, exploit the quantum physics proprieties to increase the parallelism and speed of computation drastically. Unfortunately, besides being intrinsically noisy, qubits have also been shown to be highly susceptible to external sources of faults, such as ionizing radiation. The latest discoveries highlight a much higher radiation sensitivity of qubits than traditional transistors and identify a much more complex fault model than bit-flip.We propose a framework to identify the quantum circuits sensitivity to radiation-induced faults and the probability for a fault in a qubit to propagate to the output. Based on the latest studies and radiation experiments performed on real quantum machines, we model the transient faults in a qubit as a phase shift with a parametrized magnitude. Additionally, our framework can inject multiple qubit faults, tuning the phase shift magnitude based on the proximity of the qubit to the particle strike location. As we show in the paper, the proposed fault injector is highly flexible, and it can be used on both quantum circuit simulators and real quantum machines. We report the finding of more than 285, 249, 536 injections on the Qiskit simulator and 53, 248 injections on real IBM machines. We consider three quantum algorithms and identify the faults and qubits that are more likely to impact the output. We also consider the fault propagation dependence on the circuit scale, showing that the reliability profile for some quantum algorithms is scale-dependent, with increased impact from radiation-induced faults as we increase the number of qubits. Finally, we also consider multi qubits faults, showing that they are much more critical than single faults. The fault injector and the data presented in this paper are available in a public repository to allow further analysis.","2158-3927","978-1-6654-1693-1","10.1109/DSN53405.2022.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833778","Quantum Computing;Fault Tolerance;Fault Injection;Reliability Evaluation","Fault diagnosis;Sensitivity;Quantum algorithm;Computational modeling;Qubit;Circuit faults;Quantum circuit","circuit reliability;fault simulation;quantum computing;radiation hardening (electronics)","quantum physics proprieties;quantum circuits sensitivity;radiation-induced faults;quantum machines;multiple qubit faults;quantum circuit simulators;quantum algorithms;fault propagation dependence;quantum fault injector;quantum computing;QuFI;ionizing radiation;radiation sensitivity;bit-flip;qubit proximity;particle strike location","","3","","41","IEEE","25 Jul 2022","","","IEEE","IEEE Conferences"
"Atmospheric Neutron-Induced Fault Generation and Propagation in Quantum Bits and Quantum Circuits","D. Oliveira; E. Auden; P. Rech","Department of Informatics, Federal University of Paraná (UFPR), Curitiba, Brazil; Los Alamos National Laboratory, Los Alamos, NM, USA; Department of Industrial Engineering, Università di Trento, Trento, Italy","IEEE Transactions on Nuclear Science","18 Apr 2023","2023","70","4","345","353","Quantum computing (QC), by exploiting the quantum properties of quantum bits (qubits), significantly improves the performance and efficiency of computation. Unfortunately, quantum devices are very susceptible to external perturbation, including natural radiation. In this article, we measure, through GEANT4 simulations, the charge deposited by impinging neutrons in superconducting quantum devices. As we show, most atmospheric neutrons deposit sufficient energy to break the Cooper pairs and, thus, can potentially modify the qubit state. Then, with a dedicated circuit-level fault injector, we track the transient fault propagation in real quantum circuits and measure its impact on the output probabilities distribution. We discuss the fault model for qubits and show how to measure faults’ impact on the circuit output.","1558-1578","","10.1109/TNS.2022.3226141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9968037","Fault injection;particles’ simulation;quantum computing (QC);reliability evaluation","Qubit;Circuit faults;Quantum circuit;Neutrons;Computers;Transient analysis;Logic gates","Cooper pairs;probability;quantum computing","atmospheric neutron-induced fault generation;atmospheric neutrons deposit sufficient energy;circuit output;dedicated circuit-level fault injector;fault model;GEANT4 simulations;measure faults;quantum bits;quantum circuits;quantum computing;quantum devices;quantum properties;qubit state;qubits;transient fault propagation","","","","30","IEEE","1 Dec 2022","","","IEEE","IEEE Journals"
"Parallel prefix adder design using quantum-dot cellular automata","K. A. Escobar; R. P. Ribas","Institute of Informatics, Federal University of Rio Grande do Sul, Porto Alegre, Brazil; Institute of Informatics, Federal University of Rio Grande do Sul, Porto Alegre, Brazil","2013 26th Symposium on Integrated Circuits and Systems Design (SBCCI)","24 Oct 2013","2013","","","1","6","Quantum-dot cellular automata (QCA) represents a very promising emerging technology, which has been claimed to be faster and smaller than the most traditional CMOS technology. In the last years, important advances have been made in QCA designs, since the introduction of basic logic gates until the insertion of more complex circuits, like adders. However, new paradigms and challenges have emerged in this sense. The implementation of the basic blocks necessary to build parallel prefix adders (PPAs) is presented in this work. These blocks have been evaluated and validated through the construction of a 4-bit PPA. The proposed adder implementation is compared to other QCA adders available in the literature.","","978-1-4799-1132-5","10.1109/SBCCI.2013.6644887","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6644887","Digital circuit;adder;parallel prefix adder;quantum-dot cellular automata;QCA gates","Adders;Logic gates;Clocks;Automata;Layout;Integrated circuit modeling;Quantum dots","adders;cellular automata;logic design;quantum dots","parallel prefix adder design;quantum-dot cellular automata;QCA designs;basic logic gates;complex circuits;parallel prefix adders;PPAs;word length 4 bit","","1","","20","IEEE","24 Oct 2013","","","IEEE","IEEE Conferences"
"e-mulate: a user-friendly software to calculate optoelectronic properties of quantum well systems","P. H. Pereira; G. M. Torelly; M. S. Lacerda; D. R. Souza; J. E. Ruiz; V. R. Souza; L. A. Chipana; P. L. Souza; G. M. Penello; M. P. Pires","Laboratório de Semicondutores/CETUC, Pontifícia Universidade Católica, Rio de Janeiro, Brazil; Laboratório de Semicondutores/CETUC, Pontifícia Universidade Católica, Rio de Janeiro, Brazil; Laboratório de Biomateriais, Instituto Militar de Engenharia, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Laboratório de Semicondutores/CETUC, Pontifícia Universidade Católica, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil","2021 35th Symposium on Microelectronics Technology and Devices (SBMicro)","2 Nov 2021","2021","","","1","4","We present e-mulate, an user-friendly software developed to calculate the electronic states of quantum well heterostructures. e-mulate was designed with a graphical user interface for users without previous coding skills. The unidimensional Schrödinger equation is numerically solved using transfer matrix and Numerov algorithms in the back-end. Essential figures of merit of optoelectronic devices, such as photodetectors are provided by the software: optical transition energies with their respective oscillator strengths, the absorption and the electronic transmission spectra. A comparison between the calculated absorption and experimental results of an In0.53Ga0.47As/In0.52Al0.48As quantum Bragg mirror photodetectors is presented as validation of the software.","","978-1-6654-1982-6","10.1109/SBMicro50945.2021.9585740","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9585740","photodetector;infrared;superlattice;bound state in the continuum;e-mulate software","Photovoltaic systems;Symmetric matrices;Absorption;Software algorithms;Semiconductor superlattices;Scattering;Software","aluminium compounds;graphical user interfaces;III-V semiconductors;optoelectronic devices;oscillator strengths;photodetectors;Schrodinger equation;semiconductor quantum wells","user-friendly software;optoelectronic properties;quantum well systems;graphical user interface;previous coding skills;unidimensional Schrödinger equation;transfer matrix;optoelectronic devices;electronic transmission spectra;calculated absorption;quantum Bragg mirror photodetectors;e-mulate;oscillator strengths;Numerov algorithms;In0.53Ga0.47As-In0.52Al0.48As","","4","","12","IEEE","2 Nov 2021","","","IEEE","IEEE Conferences"
"USE: A Universal, Scalable, and Efficient Clocking Scheme for QCA","C. A. T. Campos; A. L. Marciano; O. P. Vilela Neto; F. S. Torres","Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Department of Electronic Engineering, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","24 Feb 2016","2016","35","3","513","517","Quantum-dot cellular automata (QCA) is an emerging technology, conceived in face of nanoscale limitations of CMOS circuits, with exceptional integration density, impressive switching frequency, and remarkable low-power characteristics. Several of the current challenges toward the progress of QCA technology is related to the automation of the design process and integration into existing design flows. In this regard, this paper proposes the universal, scalable, efficient (USE), and easily manufacturable clocking scheme. It solves one of the most limiting factors of existing clock schemes, the implementation of feedback paths and easy routing of QCA-based circuits. Consequently, USE facilitates considerably the development of standard cell libraries and design tools for this technology, besides avoiding thermodynamics problems. Case studies presented in this paper reveal an area reduction of up to factor 5 and delay decrease by up to factor 3 in comparison with an existing advanced clocking scheme.","1937-4151","","10.1109/TCAD.2015.2471996","Conselho Nacional de Desenvolvimento Científico e Tecnológico; Fundação de Amparoà Pesquisa do Estado de Minas Gerais; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7219390","Quantum-Dot Cellular Automata,;Clock Zones;Clock Generator;Feedback and Routing;Clock generator;clock zones;feedback and routing;quantum-dot cellular automata (QCA)","Wires;Computer architecture;Quantum dots;Microprocessors;Automata;Adders","cellular automata;clocks;CMOS integrated circuits;low-power electronics;quantum dots","standard cell libraries;manufacturable clocking scheme;remarkable low-power characteristics;impressive switching frequency;exceptional integration density;CMOS circuits;QCA-based circuits;quantum dot cellular automata;USE;universal-scalable-efficient clocking scheme","","124","","17","IEEE","24 Aug 2015","","","IEEE","IEEE Journals"
"Circuit-Based Quantum Random Access Memory for Classical Data With Continuous Amplitudes","T. M. L. de Veras; I. C. S. de Araujo; D. K. Park; A. J. da Silva","Universidade Federal de Pernambuco and Departamento de Matemática, Centro de Informática, Universidade Federal Rural de Pernambuco, Recife, Pernambuco, Brazil; Universidade Federal de Pernambuco and the Departamento de Computação, Centro de Informática, Universidade Federal Rural de Pernambuco, Recife, Pernambuco, Brazil; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea; Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil","IEEE Transactions on Computers","8 Nov 2021","2021","70","12","2125","2135","Loading data in a quantum device is required in several quantum computing applications. Without an efficient loading procedure, the cost to initialize the algorithms can dominate the overall computational cost. A circuit-based quantum random access memory named FF-QRAM can load $M$M $n$n-bit patterns with computational cost $O(CMn)$O(CMn) to load continuous data where $C$C depends on the data distribution. In this article, we propose a strategy to load continuous data without post-selection with computational cost $O(Mn$O(Mn). The proposed method is based on the probabilistic quantum memory, a strategy to load binary data in quantum devices, and the FF-QRAM using standard quantum gates, and is suitable for noisy intermediate-scale quantum computers.","1557-9956","","10.1109/TC.2020.3037932","Conselho Nacional de Desenvolvimento Científico e Tecnológico(grant numbers:308730/ 2018-6); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco(grant numbers:BIC-1528-1.03/18); National Research Foundation(grant numbers:2019R1I1A1A01050161); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9259210","Quantum RAM;quantum state initialization;data loading in quantum devices","Quantum computing;Qubit;Logic gates;Encoding;Random access memory;Data models;Load management","probability;quantum computing;random-access storage","circuit-based quantum random access memory;continuous amplitudes;loading data;quantum device;quantum computing applications;FF-QRAM;probabilistic quantum memory;noisy intermediate-scale quantum computers","","13","","20","IEEE","13 Nov 2020","","","IEEE","IEEE Journals"
"Circuit Decomposition of Multi-Controlled Special Unitary Single-Qubit Gates","R. Vale; T. M. D. Azevedo; I. C. S. Araújo; I. F. Araujo; A. J. da Silva","Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","2023","PP","99","1","1","Multi-controlled unitary gates have been a subject of interest in quantum computing since their conception and are widely used in quantum algorithms. The current state-of-the-art approach to implementing n-qubit multi-controlled gates with a single target without relying on auxiliary qubits or approximate results involves the use of a quadratic number of single-qubit and CNOT gates. However, linear solutions are possible for the case where the controlled gate is special unitary, SU(2). The decomposition of an n-qubit multi-controlled SU(2) gate requires a circuit with a number of CNOT gates proportional to 28n. In this work, we present a new decomposition of n-qubit multi-controlled SU(2) gates that requires a circuit with a number of CNOT gates proportional to 20n and proportional to 16n if the SU(2) gate has at least one real-valued diagonal. The proposed algorithms produce the most efficient known circuits and improve the existing algorithm by reducing the number of CNOT gates and the overall circuit depth. As an application, we show the use of this decomposition for sparse quantum state preparation. Our results are further validated by demonstrating a proof of principle on a quantum device accessed through quantum cloud services.","1937-4151","","10.1109/TCAD.2023.3327102","Conselho Nacional de Desenvolvimento Cient?fico e Tecnol?gico(grant numbers:162052/2021-9,409506/2022-2,409513/2022-9); Coordena??o de Aperfei?oamento de Pessoal de N?vel Superior(grant numbers:Finance code 001); Funda??o de Amparo ? Ci?ncia e Tecnologia do Estado de Pernambuco(grant numbers:APQ-1229-1.03/21); National Research Foundation of Korea(grant numbers:2022M3E4A1074591); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10293178","Quantum Computing;Quantum Circuit;Quantum Gate Decomposition;Multi-controlled Quantum Gates;Circuit Optimization;QRAM","Logic gates;Qubit;Optimization;Quantum circuit;Quantum state;Noise measurement;Costs","","","","","","","IEEE","24 Oct 2023","","","IEEE","IEEE Early Access Articles"
"A Systematic Methodology to Compute the Quantum Vulnerability Factors for Quantum Circuits","D. Oliveira; E. Giusto; B. Baheri; Q. Guan; B. Montrucchio; P. Rech","Department of Informatics, Federal University of Paraná (UFPR), Curitiba, Brazil; DAUIN, Politecnico di Torino, Torino; Department of Computer Science, Kent State University, Kent, USA; Department of Computer Science, Kent State University, Kent, USA; DAUIN, Politecnico di Torino, Torino; Department of Industrial Engineering, Università di Trento, Italy","IEEE Transactions on Dependable and Secure Computing","","2023","PP","99","1","15","Quantum computing is one of the most promising technology advances of the latest years. Qubits are highly sensitive to noise, which can make the output useless. Lately, it has been shown that superconducting qubits are extremely susceptible to external sources of faults, such as ionizing radiation. When adopted in large scale, radiation-induced errors are expected to become a serious challenge for qubits reliability. We propose an evaluation of the impact of transient faults in the execution of quantum circuits on superconducting chips. Inspired by the Architectural and Program Vulnerability Factors, widely used for classical computation, we propose the Quantum Vulnerability Factor (QVF) to measure the impact of qubit corruption on the circuit output. We model faults, and design a fault injector, based on the latest studies on real machines and radiation experiments. We report the finding of more than 388,000,000 fault injections, considering single and double faults, on three algorithms, identifying the faults and qubits that are more likely to impact the output. We give guidelines on how to map the qubits in real devices to reduce the output error and to reduce the probability of having a radiation-induced corruption modifying the output. Finally, we compare simulations with experiments on physical quantum computers.","1941-0018","","10.1109/TDSC.2023.3313934","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10248045","Fault injection;QVF metric;quantum computing;reliability evaluation","Qubit;Circuit faults;Quantum computing;Quantum circuit;Integrated circuit reliability;Integrated circuit modeling;Computational modeling","","","","","","","CCBYNCND","12 Sep 2023","","","IEEE","IEEE Early Access Articles"
"Instrumentation for quantum correlation analysis of polarized Stokes-anti-Stokes photon pairs","T. A. Freitas; P. Machado; L. V. de Carvalho; R. Corrêa; M. F. Santos; C. H. Monken; A. Jorio","Graduate Program in Electrical Eng., Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Rio de Janeiro, Brazil; Departamento de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Departamento de Física Graduate Program in Electrical Eng., Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","2023 7th International Symposium on Instrumentation Systems, Circuits and Transducers (INSCIT)","25 Sep 2023","2023","","","1","6","This paper presents an optical spectroscopy instrumentation system engineered to measure time correlation of single photons. We explore the phenomenon of correlated Stokes-anti-Stokes (SaS) Raman scattering, analyzing the quantum nature of the phenomenon. An experimental apparatus was implemented to measure the scattering in diamond, confirming its quantum character, with the purpose of using the SaS photon pair in the codification and transmission of information.","","979-8-3503-2651-2","10.1109/INSCIT59673.2023.10258506","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10258506","Quantum Information;Raman Scattering;Stokes and anti-Stokes correlation","Spectroscopy;Correlation;Transducers;Instruments;Raman scattering;Scattering;Optical variables measurement","quantum optics;Raman spectra","optical spectroscopy instrumentation system;quantum character;quantum correlation analysis;quantum nature;Raman scattering;SaS photon pair;single photons;Stokes-anti-Stokes photon pairs;time correlation","","","","33","IEEE","25 Sep 2023","","","IEEE","IEEE Conferences"
